"CC-2017-08969","131 LESLIE ST SE, Atlanta, GA, ","Match","Exact","131 LESLIE ST SE, ATLANTA, GA, 30317","-84.343414,33.750065","23365309","R"
"CC-2017-09323","1540 RALPH D ABERNATHY BLVD SW, Atlanta, GA, ","No_Match"
"CC-2017-08965","1751 LISBON DR SW, Atlanta, GA, ","Match","Exact","1751 LISBON DR SW, ATLANTA, GA, 30310","-84.41212,33.7068","17404430","R"
"CC-2017-08760","1945 WOODLAND HILLS AVE NW, Atlanta, GA, ","Match","Exact","1945 WOODLAND HILLS AVE NW, ATLANTA, GA, 30318","-84.41882,33.80827","642630603","R"
"CC-2017-09322","650 MORELAND AVE SE, Atlanta, GA, ","Match","Exact","650 MORELAND AVE SE, ATLANTA, GA, 30316","-84.34926,33.7364","17358751","L"
"CC-2017-08966","101 HAYGOOD AVE SE, Atlanta, GA, ","Match","Exact","101 HAYGOOD AVE SE, ATLANTA, GA, 30315","-84.3846,33.726505","17346558","R"
"CC-2017-08761","3175 MARTIN L KING JR DR NW, Atlanta, GA, ","Match","Non_Exact","3175 MARTIN LUTHER KING JR DR SW, ATLANTA, GA, 30311","-84.49213,33.752163","17336990","R"
"CC-2017-09321","1449 VAUGHN ST SE, Atlanta, GA, ","No_Match"
"CC-2017-08967","1031 VIOLET ST SE, Atlanta, GA, ","Match","Exact","1031 VIOLET ST SE, ATLANTA, GA, 30315","-84.38423,33.72629","17346561","R"
"CC-2017-08762","1886 CAMBRIA AVE NW, Atlanta, GA, ","Match","Exact","1886 CAMBRIA AVE NW, ATLANTA, GA, 30318","-84.41945,33.806408","17335029","L"
"CC-2017-09320","516 NORFOLK ST NW, Atlanta, GA, ","Match","Exact","516 NORFOLK ST NW, ATLANTA, GA, 30314","-84.41866,33.768845","17341972","L"
"CC-2017-08968","455 LYNNHAVEN DR SW, Atlanta, GA, ","Match","Exact","455 LYNNHAVEN DR SW, ATLANTA, GA, 30310","-84.40275,33.715813","17345542","R"
"CC-2017-09129","137 WESLEY AVE NE, Atlanta, GA, ","Match","Exact","137 WESLEY AVE NE, ATLANTA, GA, 30307","-84.337456,33.756924","23401024","R"
"CC-2017-08961","51 VINSON DR SE, Atlanta, GA, ","Match","Exact","51 VINSON DR SE, ATLANTA, GA, 30317","-84.340706,33.752052","23365323","R"
"CC-2017-09128","701 MEMORIAL DR SE, Atlanta, GA, ","No_Match"
"CC-2017-08962","580 PAINES AVE NW, Atlanta, GA, ","Match","Exact","580 PAINES AVE NW, ATLANTA, GA, 30318","-84.41448,33.770668","17342171","L"
"CC-2017-09127","439 MORGAN PL SE, Atlanta, GA, ","Match","Exact","439 MORGAN PL SE, ATLANTA, GA, 30317","-84.290245,33.740604","23368302","R"
"CC-2017-09126","1923 DELANO DR NE, Atlanta, GA, ","Match","Exact","1923 DELANO DR NE, ATLANTA, GA, 30317","-84.32499,33.755337","23366528","R"
"CC-2017-08964","1064 MCMILLAN ST NW, Atlanta, GA, ","Match","Exact","1064 MCMILLAN ST NW, ATLANTA, GA, 30318","-84.40425,33.78385","17342088","L"
"CC-2017-08768","1809 DEFOOR AVE NW, Atlanta, GA, ","Match","Exact","1809 DEFOOR AVE NW, ATLANTA, GA, 30318","-84.42211,33.804745","17335054","R"
"CC-2017-09124","490 NORFOLK ST NW, Atlanta, GA, ","Match","Exact","490 NORFOLK ST NW, ATLANTA, GA, 30314","-84.41866,33.768684","17341972","L"
"CC-2017-08767","1177 JOSEPH E BOONE BLVD NW, Atlanta, GA, ","Match","Exact","1177 JOSEPH E BOONE BLVD NW, ATLANTA, GA, 30314","-84.42417,33.763504","17414264","R"
"CC-2017-09125","3706 CLOVIS CT NW, Atlanta, GA, ","Match","Exact","3706 CLOVIS CT NW, ATLANTA, GA, 30331","-84.50938,33.775288","17336443","L"
"CC-2017-09328","1096 RIDGE AVE SW, Atlanta, GA, ","Match","Exact","1096 RIDGE AVE SW, ATLANTA, GA, 30315","-84.390495,33.724712","17407796","L"
"CC-2017-09122","1982 RENA CIR SW, Atlanta, GA, ","Match","Exact","1982 RENA CIR SW, ATLANTA, GA, 30311","-84.4713,33.70141","17340853","L"
"CC-2017-08960","1367 WESTBORO DR SW, Atlanta, GA, ","Match","Exact","1367 WESTBORO DR SW, ATLANTA, GA, 30310","-84.43261,33.732075","17341322","R"
"CC-2017-08769","199 SCOTT ST NW, Atlanta, GA, ","Match","Exact","199 SCOTT ST NW, ATLANTA, GA, 30314","-84.43237,33.760437","17340438","R"
"CC-2017-09329","1115 FORTRESS AVE SW, Atlanta, GA, ","Match","Exact","1115 FORTRESS AVE SW, ATLANTA, GA, 30315","-84.39443,33.725323","17346276","R"
"CC-2017-09123","1424 ROME DR NW, Atlanta, GA, ","Match","Exact","1424 ROME DR NW, ATLANTA, GA, 30314","-84.43518,33.763073","17340425","L"
